,WSR0,WSR7,WSR8,WSR9,WSR10,WSR11,WSR12,WSR13,WSR14,WSR15,WSR16,WSR17,WSR18,WSR19,WSR20,WSR21,WSR_PK,WSR_AV,T0,T85,RH85,U85,V85,HT85,T70,RH70,U70,V70,HT70,RH50,U50,V50,KI,TT,SLP,SLP_,Precp,Result
2769,0.8180211119479416,1.724617405454803,2.704947220130146,2.965606849480832,2.98857518155892,2.9279155522082334,2.947585737532891,3.1049472201301462,3.2082453668835766,4.14758573753289,4.221319258701373,4.060659629350686,3.3,2.347473446105344,2.2096295152363212,1.3967018532465691,4.462308702727401,2.2426385174027446,26.01802111194794,19.69505277986985,0.45852770348054894,-3.168668871779035,4.589399718247278,1579.5901055597396,8.019670185324657,0.3078680741298628,-6.069799484103551,2.451837719753572,3214.8686676058423,0.09426385174027446,-3.329175463311642,-2.681660942896308,13.934393150519167,37.69187332831235,10170.983509266232,10.0,0.0,1.0
2770,0.6273752747165905,1.7684381867914765,1.854750549433181,1.4410629120748857,1.6863123626417047,2.258937087925114,2.241062912074886,2.2368763735829527,2.046377472449315,2.2231887362246576,2.450564010941248,2.5368763735829525,2.336876373582953,2.3273752747165903,1.754750549433181,1.1916269230161338,2.5642516482995434,1.4684381867914764,25.731561813208526,15.777939285657839,0.6941062912074886,-0.6777485161352814,-2.189950027669224,1524.863123626417,10.917874175850228,0.08452494505668189,4.211371563140137,0.6101993747027874,3164.9049890113365,0.0950564010941248,0.8452168956630137,-5.025427362562679,2.466182143026484,41.10418653849194,10124.315618132085,7.946854396255708,0.0,1.0
2771,0.8551767372464455,2.2551767372464457,2.218392245748815,1.7919612287440758,1.5448232627535545,1.7976852967630332,2.3160775425118483,2.768939576521327,3.2137628392748816,2.9080387712559244,2.86662487328436,3.216077542511848,3.052862034009479,2.610353474492891,2.1735689829952607,2.3080387712559243,3.5080387712559244,1.8448232627535543,25.41035347449289,16.642508559516585,0.7181607754251185,-5.874807348761137,0.366330712887204,1523.6321550850237,10.142508559516589,0.07942759319810427,-1.4970718999393373,-3.7853271934227486,3156.8964652550712,0.16976852967630332,1.340819791118009,-7.0470535758654025,1.5277764388436008,40.279293051014214,10120.0,-2.2411631376777255,0.0,1.0
2772,0.2317978399779486,1.2953935199338458,1.8271913599117944,2.4497762397574347,2.9907870398676915,2.658989199889743,3.5046064800661543,3.5046064800661543,4.086628080286668,4.2138194401984626,4.068202160022051,3.645617280176411,3.3138194401984626,2.87741512015436,2.3092129601323084,2.2774151201543598,4.341010800110257,2.136404320044103,15.376520079184097,11.521689838875378,0.52,3.172513872754158,-4.758394295737588,1496.092129601323,2.8852855188312754,0.33092129601323084,10.867810130553554,-8.537544006815839,3093.0163195930536,0.04953935199338458,19.083740675069556,-10.176275433382623,6.911134317287678,40.03550927907384,10130.460648006616,34.769675996692285,0.0,1.0
2773,1.0742367531598807,1.9420326946097313,1.7097170237298907,1.55807891771996,1.2516381060099304,0.9354802705700099,1.3871183765799404,1.3806775648699106,2.36451972942999,2.3161578354399204,3.6257632468401195,3.0257632468401194,2.561243517410129,2.1096054114001985,1.774125140830189,2.0193224351300896,3.6257632468401195,1.7580789177199603,22.312770011090368,14.196612175650447,0.7619434047459781,-1.2643746334013906,1.357356707918173,1559.9677959414498,8.554802705700098,0.036451972942999004,-1.0960350618772594,-0.713164599690169,3181.88700676425,0.07612435174101292,0.2965859077386295,-4.104013528500497,-6.0098286360595825,41.69966516301093,10179.355918828996,26.451972942999006,0.0,1.0
2774,1.5547049186147255,2.7580542245088253,3.8548644387279376,4.170972887745587,4.154864438727937,4.1741626735264745,4.077352459307363,4.274162673526475,4.516108449017651,4.696810214219113,4.064593316183812,3.6614035304029247,3.048484867166162,2.093620428438225,2.3677831019647,1.6516746529470498,4.9290271122544125,2.812918663236762,19.935566203929397,18.629346152480835,0.2793460908325013,4.300414567349345,2.0899362536030504,1493.0805422450883,6.848803907392586,0.291275914312355,6.367990354815205,-1.038149874928417,3120.8405107109556,0.21,18.987623643499823,-3.544051071095562,11.13014344480522,40.905901011222134,10100.805422450883,-19.354066838161877,0.0,1.0
2775,0.4234332288049077,0.8148501567926385,0.8617166144024538,1.6320163008171769,1.7894413792134962,1.4042915360061345,1.3957084639938655,1.6765667711950925,2.057425078396319,2.2339918495914115,3.0808583072012268,2.34884200638405,1.9765667711950923,1.9,2.0,1.7042915360061346,3.157425078396319,1.3,15.401635110316569,13.491416927987732,0.18336514111337465,-2.962179811848834,3.3786919117467447,1579.5957084639938,4.233991849591411,0.3459741065628219,0.047370407099137424,-0.6549522883299381,3184.1270438878955,0.4485490281665027,4.5830922874873545,5.936518808095086,-2.2287460801840377,24.892030722931302,10225.214576800307,0.957084639938654,0.0,1.0
2776,1.0920774046467454,1.0851527224909276,2.0198064883831366,2.1891140201675547,1.8009979131974367,1.8316903814130185,1.8970366155208096,2.4198064883831365,2.066344147305228,3.0970366155208096,4.0386150635688365,3.969307531784418,3.3,2.4910616672576764,2.488457323745506,1.853462341077909,4.142576361245464,1.8772301271376728,26.292077404646744,20.380193511616863,0.3854460254275346,-3.6299969644886882,3.28763232792796,1580.9603870232338,8.06534623410779,0.32613849364311637,-6.928509201226468,1.6433716562921012,3219.20789224024,0.057723012713767285,-3.443365585269477,-2.174656801403521,14.710885979832446,36.04753557211953,10173.26731170539,10.0,0.0,1.0
2777,0.7255810232169926,0.7339541582094133,0.6530245210622252,1.242327293201834,1.8679083164188268,2.5744189767830075,2.9595351814264057,3.129767590713203,3.1148837953566018,3.770232409286797,3.8297675907132027,3.0148837953566017,2.3595351814264056,2.229767590713203,1.7297675907132029,1.8,3.8297675907132027,1.829767590713203,18.53775422446758,15.425581023216992,0.52,0.7293489339635819,-3.603815672737494,1503.9162686500758,5.223256930349022,0.31553486139301956,5.693718548588753,-5.3992152489924585,3119.6069722786037,0.09553486139301956,9.045256290282248,-1.4143760152928984,16.236278251077383,43.24046481857359,10105.74418976783,19.465138606980446,0.0,1.0
2778,0.9375861366230072,1.66074128444106,1.756379204934511,1.9694654434541576,3.2275172273246016,3.1275172273246015,2.650672375142654,2.356379204934511,2.224499898103361,2.5375861366230072,3.1275172273246015,3.1812069316884966,2.885569011195045,2.353689704363895,1.789931090701594,1.5305345565458426,3.7869137614803536,1.955034454649203,17.34598246698548,13.322827319167429,0.7914758817455579,4.197599510896131,-1.9631618349546145,1427.1275840986902,5.38222385332318,0.4329189806260534,6.176864913591633,-1.5155690111950453,3038.6326687068636,0.5182879510624429,14.309990622112903,1.3308101937394656,17.41977655426338,44.76441427096355,10041.157757390903,-37.90258919352219,0.0,1.0
2779,0.9417644741463979,1.9418963327095902,2.5224146683741226,2.827393200559346,2.5568255149319636,2.328118960634609,2.5143696966763818,2.7631818869444613,3.102054426133254,3.09005795933393,2.9403762578188544,2.494029156338784,1.7687535536096801,1.4827030126873266,1.327532975386678,1.6239635057043726,3.672996435514353,1.9253491287681754,19.30959841509249,18.118694353087324,0.6055489617592252,-2.4024183782581376,-3.560400601341794,1519.0934717654366,8.946439161883452,0.18813056469126743,-1.7448367941359157,-3.0571810204000682,3151.361275956019,0.110385755895141,1.5138131354703717,-1.9478190360293919,11.08976266095175,38.32967358827183,10105.0,-9.258160293204213,0.0,1.0
2780,0.4018417284080923,1.7014733827264739,2.1992633086367634,2.4977899259102894,1.7970532345470525,0.6044201481794215,0.4066302222691322,0.30773525931398754,0.5066302222691321,0.40478849386103993,1.8003683456816184,1.8066302222691322,1.7069985679507507,2.302578419771329,1.7033151111345661,1.2029467654529475,2.504051802497803,1.2022100740897106,20.708103604995607,14.505156839542659,0.39066302222691324,-0.31266992093579277,-2.043167772861919,1524.5147338272648,6.196684888865434,0.5093369777730868,3.5110313679085317,0.5493358072612047,3143.5073669136323,0.04014733827264738,9.882317835742892,0.820465094202982,11.695211506138959,28.451936741108202,10139.981582715918,-10.0,0.0,1.0
2781,0.016015871485111365,0.5878888996042204,1.2679682570297772,1.9878888996042205,1.875777799208441,2.2956984417828843,1.3718730281191092,1.2679682570297772,2.323825413663775,3.1277301847531067,3.731634955842438,3.671476240991325,3.3675714699019927,2.699603212872216,1.7277301847531068,2.0316349558424385,3.815619084357327,1.6078095421786636,18.181269718808906,13.575297741273102,0.5773198847262248,2.1364868309260827,1.662463891248938,1531.4942599425995,5.931128965801401,0.4064448119057462,5.459633992427429,0.9940008413967186,3145.420501232539,0.3047156496471565,9.872418244406196,0.8301161790017213,10.511050875729774,37.38833540888336,10164.19844198442,-0.11994949494949494,0.0,1.0
2782,1.0022773278223127,1.5034919026608797,0.9044028337898049,0.20485829935426736,1.0022773278223127,1.3006072874192833,1.5996963562903583,2.198785425161433,0.7012145748385668,1.9992408907258956,1.899848178145179,2.1998481781451793,2.1004554655644627,2.698937247016254,1.8003036437096418,0.9022773278223126,2.7016700404030294,1.2015182185482085,25.504706477499447,20.20060728741928,0.6600455465564463,-3.172287449775101,-3.450698380532176,1554.9901315794366,9.002125505967491,0.3900151821854821,-2.826659919193941,-4.895404858031622,3198.4962044536296,0.4894382591371628,-4.0576771256212405,-9.830344130033392,26.7514423076208,47.24992408907259,10139.977226721778,-15.007591092741043,0.0,1.0
2783,0.8364976478500196,1.0021934139800548,1.6094929435500585,2.372995295700039,2.7,1.6437971774200235,1.3145990591400079,1.9781014112899882,2.905106115589949,3.6051061155899493,3.419705174729957,2.985400940859992,2.1781014112899886,1.8781014112899883,1.292700470429996,1.207299529570004,3.6708018817199846,1.5218985887100118,25.229198118280014,15.99489388441005,0.6719705174729957,-1.783577836022018,1.8162605309067468,1533.4525352822498,9.370801881719984,0.3058396236560031,-2.7533513844059057,-4.324980033609249,3172.5510611558993,0.11270047042999609,2.261686357530113,-2.2535165725861943,15.192340826615077,37.44124411962505,10134.270047042999,14.27004704299961,0.0,1.0
2784,0.46826389023305454,1.5952083293008363,2.2577222146948945,2.8240694366482835,3.0596388829745598,3.362513885394058,3.099041665860167,3.033652778046611,3.033652778046611,3.8,4.0653888878135565,3.796166663440669,2.7644305536737237,2.5980833317203347,2.363472219533891,1.9990416658601673,4.0653888878135565,2.2644305536737237,21.13777675446933,14.83652778046611,0.7124069436648284,3.662451376925815,-4.222034718324141,1496.0479167069916,5.796166663440669,0.4526944439067782,11.139406924308844,-4.017593056335172,3117.8461111218644,0.39856249879025096,16.48040969170966,-5.115072204049103,26.61747218082192,51.65974996612702,10105.0,8.36527780466109,0.0,1.0
2785,1.1806593513721855,1.1354945135291388,1.1883956108233111,1.6767912216466223,2.1316263838035763,1.6432307729802649,1.8825934162349667,2.2941978054116556,2.160637356745298,1.9761098756475497,1.9683736161964238,2.4941978054116554,2.2470989027058277,1.3980659351372187,1.6548351621569535,0.7864615459605298,3.692263740548874,1.5903296756860927,26.98646154596053,18.174175810784767,0.8092263740548874,1.1711934308579997,1.3133890368069663,1548.596703243139,8.909670324313907,0.6490329675686093,6.116855222221151,5.267713882114923,3186.9385713241213,0.26651868324699335,3.9296571762812182,1.954070382806039,33.972582418921526,48.417747256764564,10139.806593513722,39.80659351372185,1.6327978200346887,1.0
2786,0.7902190018082357,0.9391239927670576,1.5146714972876465,2.2559855081370603,2.6510950090411782,1.6342334936711755,1.3440144918629398,2.004890499095882,2.9413140108494136,3.6217520144658852,3.4413140108494136,2.970657005424707,2.2,1.9195619963835286,1.3195619963835288,1.1902190018082355,3.6364235117535317,1.4951095009041178,25.229342994575294,15.885328502712353,0.6804890499095883,-1.6438761696193565,2.0405845461100074,1533.5598550813706,9.478247985534116,0.28972995189864736,-2.5197050254525113,-3.6226151327373795,3173.1332125678086,0.11804380036164712,2.0001169092220015,-2.0318244737805835,14.460694858946196,37.53828421519147,10134.510950090411,14.755475045205891,0.0,1.0
2787,0.2,0.5977006629763817,0.5778741712795228,0.5465509944645726,0.9755748342559045,1.4045986740472367,0.9221258287204772,1.4977006629763816,1.3977006629763817,1.3954013259527636,1.6442516574409543,1.6977006629763818,1.3244251657440955,0.9511496685118092,0.7022993370236184,0.729023839791332,1.7954013259527635,0.8244251657440955,23.420694033212566,15.955748342559044,0.6886203977858291,-5.465175624355881,-2.737075751479474,1537.923860911752,7.966377486161431,0.15732754972322863,-2.2594921714070137,-2.8167632957310214,3161.4123642266336,0.05511496685118091,4.703015234777575,-3.311583439269662,8.865509944645726,37.694533784437056,10138.778741712795,0.0,0.0,1.0
2788,0.3892608649776592,1.180195622354785,2.589260864977659,2.489260864977659,2.389260864977659,2.54463043248883,2.703347784798933,3.190934757377126,3.4909347573771257,3.3570434599106367,3.7785217299553184,3.4322174050670227,2.8,2.076847837555852,1.6983261076005336,1.6107391350223408,3.8785217299553185,1.8892608649776592,23.45536956751117,16.58758697257819,0.5724826054843615,-2.7255520780330773,2.687419583338246,1565.251739451564,10.735565189865955,0.08536956751117039,-2.1809065242622876,2.9719673259316437,3192.4128264768988,0.02,1.626819604441014,0.3587455854249417,-5.339891086438813,37.294282542176056,10171.073913502234,20.0,0.0,1.0
2789,1.3635215469007094,3.5426767165582578,3.729648697594225,2.837465508972645,2.2713383582791287,0.9921831886215806,0.9078168113784194,1.2208448303424517,1.7104224151712257,3.1947887924143874,3.323450434135258,3.9947887924143872,3.7791551696575483,3.0739439620719353,2.7765495658647414,2.581760773450355,4.005211207585613,2.3765495658647415,27.114015074837386,19.76352154690071,0.6118239226549645,0.013134688112209261,-0.49107779789984823,1588.8176077345036,7.920844830342452,0.6020844830342451,-4.091042241517123,-2.8011844670480253,3225.3436637724317,0.3159928887234549,-3.285049352793668,-4.137141799388754,30.600809273959726,44.22605603792807,10175.13028018964,-29.478879241438708,0.0,1.0
2790,0.9288191701949152,1.9399458544244634,2.5221065608769293,2.827016659165845,2.549171504044296,2.3153612251515,2.5045501153361682,2.756815082423881,3.100651606636281,3.087445461071871,2.9356975146338056,2.4858637517222864,1.7540626834605968,1.4678203960956069,1.3134087149673113,1.6181357891188073,3.6637455626526494,1.918127785917337,19.321837695158727,18.106066166353052,0.6060225187617605,-2.3750309982781808,-3.5715291909013733,1519.0303308317652,8.936178760161853,0.18939338336469486,-1.7432582707941315,-3.073439810820446,3151.349437030956,0.10928078955589203,1.625651514235786,-2.0113546005362086,11.160006949661149,38.32651654158826,10105.0,-9.337086460293428,0.0,1.0
2791,0.9084335955178062,0.9518047193205125,0.7602383148383187,0.6602383148383186,1.2096367417314813,1.8012031462136748,1.9927695506958687,2.509636741731481,2.4759023596602563,2.6746992134465812,3.057832022410969,3.366265617928775,3.0168671910356126,2.4409648313753562,1.8987968537863251,1.63253123585755,3.425300786553419,1.5506015731068374,25.324097640339744,16.9650624717151,0.6574699213446582,-4.374585842038463,4.776152246520657,1557.2108398879452,7.9421679775890315,0.3950601573106838,-1.5568776058554858,0.007110134682763766,3186.289160112055,0.0233734382071225,-5.556159189733906,0.2124109212361825,21.346992134465815,41.137355392734335,10160.84335955178,-0.42167977589031236,0.002530078655341874,1.0
2792,0.30099837476036806,0.6,2.4880195028755834,2.396006500958528,2.2960065009585278,2.4870211281152153,1.8920130019170553,2.6900162523963194,2.9880195028755834,2.9870211281152153,3.5880195028755835,3.6910146271566875,2.7940097514377915,2.2900162523963195,2.0890178776359516,1.6900162523963194,3.6910146271566875,1.7930113766774236,23.504991873801842,16.892013001917054,0.5121964244728098,-0.8478198279235096,3.012345019137805,1571.5349431166128,10.191014627156687,0.12930113766774237,-2.1439400956562733,1.6406965392341373,3200.0698862332256,0.02049918738018403,2.430034827890759,-0.9901184129704765,-1.0865219407350313,36.083364292490735,10180.04991873802,20.14975621405521,0.0,1.0
2793,0.6,1.2270530578928351,1.318035371928557,1.427053057892835,1.3188408263214946,0.9909823140357217,1.8368761982500512,1.3631238017499485,1.6368761982500515,1.5458938842143297,1.2991945456070622,2.5541061157856704,1.072141487714227,0.5811591736785053,0.7450884298213918,1.1090176859642784,2.5541061157856704,1.1090176859642784,25.01642446314268,19.136070743857115,0.5872141487714226,-2.1817387605177583,-3.1032043471892425,1542.6392925614289,7.65410611578567,0.5434459835071238,-2.8459901984178195,-3.5958938842143295,3174.995972728035,0.15,-6.335314297375077,-10.921178345679326,27.57262305873168,42.209823140357216,10119.549115701786,-5.450884298213919,0.0027053057892835117,1.0
2794,1.1492559077111888,1.9274700862180425,2.0086606338801403,1.4811905476620977,0.9811905476620978,0.9507440922888111,1.8782141785068533,1.9579165415913289,2.6462795385559446,2.9289582707956643,2.689851181542238,2.7014881845776224,3.010148818457762,2.1608929107465733,1.6507440922888112,1.659404726168951,3.060892910746573,1.4797023630844754,26.639107089253425,18.894315735275107,0.6653451987858462,-2.789404726168951,1.0358453488762516,1567.0866063388014,9.39133936611986,0.5539107089253427,-5.5831129219194136,2.812434790041314,3205.7029763691553,0.21898511815422378,-6.837362696783805,-1.4727470086218042,27.212588240441818,41.15467169885049,10153.985118154224,10.507440922888112,0.0,1.0
2795,0.4,1.4098615269143673,1.9845153442002856,1.435207709628449,1.5506923654281635,2.3802769461712656,3.0154846557997144,2.935207709628449,2.8802769461712656,2.7253461827140817,2.945069236542816,3.2352077096284493,2.6098615269143672,2.035207709628449,1.0704154192568982,0.8253461827140818,3.2352077096284493,1.6,22.31409992494339,15.014099924943388,0.6190138473085632,-3.3996266834731212,-0.775631549431351,1576.0281156444266,8.294376871114652,0.10957616019709798,-4.034062498409802,0.5459000750566125,3198.0,0.16168693866560416,2.2521929927802393,-1.8231035139928715,1.4548465579971446,38.51556886125975,10186.760385481422,-12.746538172859182,0.0,1.0
2796,0.1610920492752669,1.0221840985505337,1.1,1.6694539753623665,1.974914221738701,1.5581903695645019,1.8527301231881672,1.9832761478258008,2.7556318028989324,2.938907950724733,2.938907950724733,2.5832761478258006,1.8832761478258007,1.8443681971010677,1.9221840985505338,1.2054602463763344,3.0,1.3221840985505338,15.869110862317171,11.966895408696796,0.41022154536203737,-1.8717066965219396,-1.1904117356542345,1553.7363493840592,5.433447704348398,0.06389079507247332,-0.9882776259431405,-0.4625272115957295,3158.6126360579788,0.14607489362300713,0.3314322060857829,-0.76664250826492,-10.570483314497954,32.84009406520952,10195.0,-8.054602463763345,0.0,1.0
2797,0.3606751255869695,0.7688185302228033,1.6081434046358338,0.9145989953042442,1.4145989953042442,0.9047677767009867,1.2244302139075018,1.0440926511140174,1.2539238697172745,0.9325736185433358,1.1539238697172745,3.2474682790488645,3.2786497488260613,2.629493655809773,2.1179746232390917,1.908143404635834,3.36713071625538,1.2474682790488645,17.608439069837118,12.464050753521816,0.2709831218603258,0.8638437878809178,-8.687696193485863,1539.3594924647819,5.072341990758293,0.21410126883804542,10.968974980547475,-11.543307877170562,3142.647468279049,0.42050634419022714,19.316831337706052,-12.360168781396741,-0.4272145114397805,35.20059133040257,10174.915609301628,45.0,0.0,1.0
2798,0.3806858717075161,1.0355144037806372,0.6968861471956694,1.1806858717075162,0.9903429358537581,0.6644855962193629,0.9837997245118467,1.2127709169505725,1.7,1.7289711924387257,2.4,2.2258573396343952,1.8968861471956693,1.3420576151225485,0.7162002754881533,0.2903429358537581,2.445171467926879,0.9903429358537581,17.628340180972224,15.742057615122548,0.7118998622559234,-4.802558303842932,2.1982263400373765,1529.693141282925,9.009657064146241,0.320031550573325,-0.5070521409679287,4.6447380008059636,3159.210288075613,0.03548285320731209,1.496093262409726,0.9431220937099645,5.4498216448692895,33.433621369381136,10139.517146792688,-0.05418294763956451,0.0,1.0
2799,0.2979196899491782,1.7651185272585967,1.9651185272585967,1.8958393798983564,1.2510401550254109,1.5817610076651707,1.551040155025411,1.7531204650762326,2.63072085263976,3.4656023253811634,2.5859216277668144,1.9552007751270546,1.9265602325381164,2.018238992334829,2.1979196899491784,2.5776003875635274,4.0041606201016435,1.6,28.232801162690585,21.918722790457394,0.600783744208072,-2.406961782792225,-2.3787856820257085,1544.2552007751272,10.042718914822123,0.609216255791928,-5.93827286039103,-10.201257875118674,3195.664005813453,0.18307208526397598,-6.409269480148275,-14.409593627078015,33.46712627852914,47.15703918611659,10106.119980621823,11.328011626905816,0.0,1.0
2800,1.1212193880526802,2.662303288543951,2.8020323134211336,2.8020323134211336,2.9013548756140892,3.0808129253684537,2.9993225621929556,2.859593537315773,2.939729024877182,3.961625850736907,3.961625850736907,3.640406462684227,2.9006774378070443,2.440406462684227,2.201354875614089,1.9013548756140892,4.041083900491271,2.32121938805268,19.997290248771822,15.02121938805268,0.28541740348594175,1.324132370622971,-2.3785336173983467,1566.8803543035956,6.758238661701684,0.3382845238789587,2.495734240786034,-1.600836905942298,3185.1783219901745,0.18979676865788664,7.93120157347477,-6.590523069794216,5.460270975122818,32.67607086071914,10195.0,10.033871890352227,0.0,1.0
2801,0.4,1.179152488961635,1.8279660635440251,2.35355927625283,2.325593212708805,1.7395762444808176,1.95355927625283,1.7907626698984278,1.99762714916478,2.94644072374717,3.59525429832956,3.020847511038365,2.44644072374717,2.923220361873585,1.99762714916478,1.4116101809367925,3.59525429832956,1.6627966063544024,16.251186425417607,15.481525339796855,0.08324576919751574,0.07648291922688655,0.2904659509988994,1519.4775418578442,9.686016968227987,0.12047457016704402,2.308940611202044,1.7195422179887414,3148.2572024932847,0.02,5.3449407912742455,-1.1684746602031448,-39.523220361873584,4.268898865902832,10146.27966063544,-20.0,0.0,1.0
2802,0.4962461110974681,1.5112616667075955,1.5593847222563297,1.4778154166768989,1.322184583323101,1.1037538889025318,1.4590459721642393,1.1703076388718352,1.777815416676899,1.755630833353798,1.5890770833844947,2.422184583323101,1.3112616667075958,1.0187694445126596,0.9593847222563298,0.9443691666462022,2.551876944451266,1.151876944451266,25.57815416676899,19.333446250030697,0.6111261666707595,-1.2507196665602511,-3.4494524722747477,1540.0170756940522,8.663477361250951,0.5018430694420569,-1.7598672637521173,-6.295724167014564,3175.0187694445126,0.15,-4.370485305284741,-11.266384374923257,26.37747666658481,42.83173868062548,10116.109229166155,-6.296923611281649,0.046689250006139354,1.0
2803,0.40613631271286804,1.2186687947949058,1.4498700716718491,1.7560063843847173,1.374675179179623,1.5184089381386043,2.1248051075077736,2.2248051075077737,2.230941420220642,1.8621426970975854,2.087207661261661,2.0997401433436984,2.143733758958981,2.3621426970975854,1.874675179179623,2.0058764560565665,2.756006384384717,1.424805107507774,19.12584453413298,13.475194892492226,0.5287727374574264,2.3711333445838902,-8.157857302902414,1526.626624104102,6.050389784984453,0.3950649641640753,7.3356165994002644,-3.3545612118132655,3141.378573029024,0.08749350358359247,15.633188059980746,2.700201949067086,12.852728494891167,36.09386368728713,10150.0,25.0,0.0,1.0
2804,0.3850166688026974,0.45618749198988484,0.6262208295952796,0.4,0.9074916655986514,1.7513041736087664,1.5850166688026974,1.2037458327993256,1.7224749967959538,2.503745832799326,3.7812708360033715,3.377525003204046,2.5513041736087665,2.703745832799326,2.2299666623946055,1.7524416591905592,3.7812708360033715,1.311237498397977,14.370033337605395,12.111237498397976,0.12423416463743749,1.3003549814165327,-1.7768562475969654,1513.256520868044,1.1749166559865132,0.15086291511804442,2.9743283113322168,-1.7354579272934196,3106.149833311973,0.17187291639966285,10.144649705525037,1.018901800216582,-8.62608347217533,31.08321243111301,10159.438125080102,-0.37458327993256546,0.0,1.0
2805,0.3379866919274456,0.5340931565078805,0.6860399242176631,1.0340931565078804,2.378252853378533,2.2782528533785324,1.9961064645804347,1.6659068434921196,1.717853611201902,2.1279201515646737,2.8480532322902175,3.613960075782337,3.072079848435326,2.6100665403627716,2.2240266161451085,2.010066540362772,3.613960075782337,1.5480532322902174,15.725640682041032,10.937986691927446,0.8712346009886413,0.662748731160207,0.7307363296898461,1436.6799524052215,3.7116806062586956,0.41045589390472825,3.264101705102581,-2.0705507601315487,3037.288688138329,0.6278252853378532,9.198783836240734,0.7843112148255705,17.983002864919428,48.13133935585014,10060.389353541956,-27.013308072554352,0.0,1.0
2806,0.5209002692096634,1.2790997307903367,1.1418005384193268,1.5581994615806734,1.0836010768386535,1.790997307903366,2.0581994615806734,1.3,2.8864959618550494,3.3401940773874053,0.7254016152579803,0.9180053841932678,1.3163989231613464,0.7372991923710098,0.9372991923710098,1.1,3.528296500274376,1.1790997307903366,25.828296500274377,19.1,0.627459838474202,-2.574148250137188,-1.0487768110044837,1537.4630188446765,6.967202153677307,0.6465595692645386,-3.749196769484039,-5.398104050466439,3169.75401615258,0.30028948850163956,-9.008651223764973,-8.788840418413974,32.06238277058154,45.859487885565144,10116.045013460483,-5.0,0.0,1.0
2807,0.3,1.9975278402162004,3.012134373729701,3.6975278402162,3.7316852268108,3.6633704536216003,3.2170786932973,3.0512360798918996,3.0341573865946,3.7658426134054,4.1658426134054,4.012134373729701,2.9487639201081004,2.7316852268108,2.5633704536216007,2.0487639201081,4.1658426134054,2.4146065335135,21.631458801621502,14.585393466486499,0.7604717894378302,4.422200449556643,-4.856876762356779,1491.170786932973,6.2512360798919,0.48071900541621015,11.834287686518637,-5.334115805016435,3116.158426134054,0.46802227217296033,18.470871947859177,-7.1355274698702305,28.982015605945513,53.679769871351006,10105.853934664865,11.83147731891998,0.0,1.0
2808,0.7752105431537397,1.8860752168349824,1.6791128252524734,1.7395564126262366,0.9821729347362486,1.6217293473624852,2.039556412626237,2.293037608417491,2.193037608417491,1.7534811957912544,1.9891353263187572,3.3147669557799766,3.2078045641974677,2.607804564197468,2.2078045641974677,1.6791128252524734,3.3860752168349824,1.6395564126262367,22.507804564197468,15.77521054315374,0.6234811957912544,0.7536888454431749,-2.1191745414476855,1529.0348119579126,5.977428480022556,0.3032594021043728,3.754345869472497,-3.489045322053621,3147.460977179013,0.07286917389449941,11.381630986066028,-1.7311706846296202,10.934811957912544,42.35738347788999,10135.0,-8.217293473624853,0.0,1.0
2809,1.4675367069280856,2.916231646535957,2.2623164653595724,1.9272430515034011,1.7597063445753158,1.2733278703270163,1.8110114049674442,1.8785481118955296,2.4811582326797863,2.859706344575316,3.3623164653595725,2.7785481118955295,2.2460848188236153,1.5785481118955293,1.3110114049674442,1.764926586143829,3.3623164653595725,1.9973898792157434,20.7727569484966,13.022022809934889,0.7361174621698736,0.42216963764723037,0.17351553589509283,1561.0681076287585,7.924062008888726,0.09518759822225459,0.30396407884995114,-0.467096223791059,3181.1623164653597,0.0511011404967444,2.566304993046307,-3.3201304386933916,-5.38988595032556,37.377406268234694,10190.811582326798,27.565253019606416,0.0,1.0
2810,1.3482807858892467,0.8053872588889921,1.647468092180452,1.7770842133546179,1.1937572784791837,1.286184793513428,1.3759282301468283,2.071260992564434,1.4806956420084183,2.432135355893122,3.799628799249959,3.7629777580816337,3.195164241740872,2.5553833298380235,2.613360801711979,2.1628682938139256,3.9386173645669844,1.701471017266792,25.385765383624644,20.658723075120093,0.3867710411482132,-3.4889304940679557,1.7890606296660811,1582.1419276028705,7.792177333180859,0.34943035287696605,-6.670244065599884,0.7021472373690689,3222.216144794259,0.1350264261241944,-3.139699092106034,-1.7488409951675454,14.62031593052339,37.10632354664616,10175.0,10.709638014352665,0.0,1.0
2811,0.5323909864196272,1.2939711960992315,2.2232556945534796,2.309912113877696,2.1284016697605423,2.357274722388394,2.4369866660336967,2.3826156797200877,2.4744909476626766,2.561371129001894,2.694497185747913,2.1904438200482494,1.654110486064729,1.7205605451255312,1.5935857809833716,1.6230699261497814,2.9694243465348276,1.6568634993589897,15.8438518516894,15.143851851689401,0.38682222180797377,0.6813259243095446,-2.6773111099171008,1527.5440740785414,9.473777779727182,0.2070074071962219,4.7485925888562335,-0.8158296268111151,3160.465185190871,0.28693868980990667,10.237501121535827,-2.1333155286225742,13.092435761456413,39.48257712353632,10160.61481483106,-30.78888887670511,0.0,1.0
